Timestamp,Data0,Data1,Data2,Data3,Data4,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16,Data17,Data18,Data19
54664,-52614,-65060,-29244,-99710,-29476,219.1,15,27.8,-10.278,39.601,-27.588,-0.267,0.528,0.9,-76.82,69.447,47.263,0,
54676,-51324,-65518,-29269,-100942,-28517,219,15.6,27.7,-11.362,40.57,-27.626,-0.284,0.479,0.872,-78.021,69.447,47.263,0,
54686,-51238,-65830,-30008,-101232,-28532,218.9,16.2,27.5,-9.362,39.929,-25.702,-0.299,0.427,0.834,-79.221,67.073,48.388,0,
54697,-51032,-65680,-30572,-100975,-28382,218.8,16.9,27.4,-3.286,34.754,-23.962,-0.307,0.393,0.781,-80.421,68.26,45.012,0,
54708,-51512,-65352,-31156,-100524,-28826,218.6,17.4,27.2,0.333,28.716,-21.26,-0.312,0.361,0.752,-81.622,67.073,46.137,0,
54719,-51276,-65437,-31567,-101042,-28910,218.5,17.9,27.1,0.424,22.517,-18.893,-0.308,0.358,0.744,-79.221,68.26,43.887,0,
54731,-51139,-65278,-32009,-101288,-28892,218.4,18.3,26.9,-3.103,17.662,-17.718,-0.309,0.351,0.747,-82.822,68.26,45.012,0,
54741,-53683,-64017,-32889,-98593,-30746,218.2,18.7,26.6,-9.087,11.319,-14.443,-0.308,0.324,0.722,-80.421,65.886,41.636,0,
54752,-51603,-64749,-32820,-101233,-29582,218,19,26.1,-13.187,2.555,-9.893,-0.322,0.289,0.729,-81.622,65.886,43.887,0,
54763,-51778,-64998,-33599,-102057,-29619,217.8,19.1,25.7,-11.301,-3.949,-4.305,-0.309,0.268,0.729,-81.622,68.26,42.761,0,
54775,-51378,-64862,-33684,-102637,-29292,217.7,19.1,25.3,-4.591,-11.269,1.908,-0.296,0.259,0.727,-80.421,65.886,42.761,0,
54785,-51764,-64827,-34207,-103109,-29378,217.6,18.9,25,3.18,-19.842,7.099,-0.28,0.294,0.755,-80.421,65.886,42.761,0,
54796,-51394,-64624,-34085,-103382,-29268,217.5,18.5,24.9,8.31,-22.987,11.695,-0.261,0.329,0.811,-80.421,67.073,45.012,0,
54808,-51802,-64365,-34020,-103252,-29508,217.6,18,25,11.218,-20.491,15.046,-0.249,0.375,0.863,-78.021,68.26,45.012,0,
54819,-51498,-64300,-33969,-103763,-29394,217.6,17.5,25.1,13.432,-19.445,16.397,-0.245,0.417,0.911,-80.421,67.073,45.012,0,
54830,-51328,-64248,-33715,-104045,-29463,217.7,17.1,25.4,11.874,-20.697,17.847,-0.268,0.471,0.936,-80.421,69.447,47.263,0,
54841,-54994,-62288,-34564,-100036,-31806,217.8,16.6,25.5,6.531,-26.04,18.901,-0.25,0.505,0.956,-82.822,67.073,46.137,0,
54853,-51803,-63342,-33739,-103640,-30010,217.8,16,25.6,-1.545,-25.605,17.55,-0.245,0.515,0.996,-82.822,69.447,47.263,0,
54866,-51556,-63049,-33501,-104743,-29754,217.9,15.6,25.7,-3.507,-18.62,14.824,-0.229,0.511,1,-82.822,69.447,47.263,0,
54878,-51100,-62253,-33286,-104927,-29585,217.9,15.2,25.8,2.661,-14.086,14.023,-0.233,0.505,0.991,-81.622,69.447,48.388,0,
54889,-51465,-61478,-33558,-104694,-29884,218,14.9,25.9,4.302,-9.025,12.573,-0.241,0.531,0.988,-82.822,70.634,49.513,0,
